id,faq_topic_id,question,seo_name,answer,alternate_words,is_top_faq,sort,activate,deactivate,is_active,published,sequence
593,176,What does it cost to use text and picture messaging on Cricket PAYGo?,What-does-it-cost-to-use-text-and-picture-messaging-on-Cricket-PAYGo,Incoming messages are free for Cricket PAYGo customers. All Cricket PAYGo plans^ include unlimited outgoing text and pix with payment of the access fee.&nbsp;,multi media message^ pay as you go^ prepaid^ pay in advance^ tracfone^ topup^ top up^ pay go^ picture messaging^ multi-media messaging^ multimedia messaging,0,1077,8/19/12 0:00,NULL,1,9/19/12 14:25,11
594,176,What does it cost to use Cricket PAYGo downloads?,What-does-it-cost-to-use-Cricket-PAYGo-downloads,Download functionality is included in Cricket PAYGo service; you are only charged for the price of the specific game or application you chose to download. The prices vary based on the game or application. You must have enough funds in your account to purchase downloads.,pay as you go^ prepaid^ pay in advance^ tracfone^ topup^ top up^ pay go^ paygo^ paygo downloads^ paygo download^ downloads^ download,0,1078,9/25/08 0:00,NULL,1,9/28/09 17:05,12
595,176,Can I use Cricket PAYGo outside of my Home Coverage Area?,Can-I-use-Cricket-PAYGo-outside-of-my-Home-Coverage-Area,Nationwide Talk &amp; Text Coverage (which allows you to use Cricket service outside of your Home Coverage Area without incurring roaming costs) is included with all Cricket PAYGo plans. &nbsp;Based on the coverage provided with your service plan^ if you are in a Cricket roaming coverage area^ you&rsquo;ll see a roaming indicator on your phone and we'll play a message before connecting your call. Roaming rates will apply (25&cent; per minute) and not all features on all phones are available while roaming.&nbsp; Normal plan access fees apply when you use your phone in any unlimited or roaming coverage area.,pay as you go^ prepaid^ pay in advance^ tracfone^ topup^ top up^ pay go^ paygo,0,1079,9/2/12 0:00,NULL,1,9/19/12 12:59,13
596,176,How will I know if I am outside a Cricket market and will be charged roaming?,How-will-I-know-if-I-am-outside-a-Cricket-market-and-will-be-charged-roaming,If you hear a pre-call roaming message when you dial a number^ this message indicates that you are roaming. You will not be charged for roaming if you hang up when you hear the Cricket roaming message or allow an incoming call to go to voicemail.To prevent roaming charges entirely^ change your phone settings to &ldquo;Home Only&rdquo; (refer to your owner&rsquo;s manual for instructions to change the settings on your phone). Please remember to change your phone settings back to &ldquo;Automatic&rdquo; or &ldquo;Scan&rdquo; if you need to use your phone while outside of Cricket&rsquo;s&nbsp;Home Coverage Area.<span id="_marker">&nbsp;</span>,pay as you go^ prepaid^ pay in advance^ tracfone^ topup^ top up^ pay go^ paygo,0,1080,9/25/08 0:00,NULL,1,8/8/11 13:53,14
597,176,Can I use Cricket PAYGo to call internationally?,Can-I-use-Cricket-PAYGo-to-call-internationally,Yes^ standard Cricket international long distance rates apply. <a href="../../features-and-downloads/international-long-distance">Click here</a> for a complete list of rates.,international rates^ paygo international calls^ international call^ pay as you go^ prepaid^ pay in advance^ tracfone^ topup^ top up^ pay go^ paygo,0,1084,9/25/08 0:00,NULL,1,10/27/09 13:19,18
598,176,Can I change my Cricket PAYGo plan?,Can-I-change-my-Cricket-PAYGo-plan,If you&rsquo;d like to change to or from a Cricket PAYGo monthly plan^ you must call Customer&nbsp;Care to make this change (*611 from your phone or 1-800-CRICKET from any phone). It&rsquo;s always free to change your plan.When changing between plans^ remember to dial *228 to complete the plan change. If you forget to dial *228 after your plan change^ your roaming indicator may not function properly. All other features^ functionality^ and pricing will work correctly.,pay as you go^ prepaid^ pay in advance^ tracfone^ topup^ top up^ pay go^ paygo^ paygo plan change^ plan change^ change plan,0,1085,9/25/08 0:00,NULL,1,9/19/12 13:04,19
599,176,Can I add or remove specific calling features?,Can-I-add-or-remove-specific-calling-features,No^ all Cricket PAYGo plans come with the same calling features: voicemail; caller ID; three-way calling; and call waiting.,pay as you go^ prepaid^ pay in advance^ tracfone^ topup^ top up^ pay go^ paygo^ paygo features^,0,1090,9/25/08 0:00,NULL,1,12/16/09 14:39,20
600,176,If I am being charged per minute for a call and I don&rsquo;t use the last full minute how am I charged?,If-I-am-being-charged-per-minute-for-a-call-and-I-donandrsquot-use-the-last-full-minute-how-am-I-charged,All calls charged per minute are rounded up to the next whole minute.&nbsp; For example^ a call that lasts four minutes and one second will be rounded to five minutes.,pay as you go^ prepaid^ pay in advance^ tracfone^ topup^ top up^ pay go^ paygo,0,1094,9/25/08 0:00,NULL,1,9/28/09 17:05,21
601,176,What is the charge to call 411 Directory Assistance?,What-is-the-charge-to-call-411-Directory-Assistance,If your plan does not include Directory Assistance^ calls to 411 Directory Assistance will cost $2 per call in addition to your access fee and any applicable roaming fees.,411^ directory assistance^ pay as you go^ prepaid^ pay in advance^ tracfone^ topup^ top up^ pay go^&nbsp; paygo,0,1096,9/2/12 0:00,NULL,1,3/12/13 13:21,23
602,176,What if I try Cricket PAYGo and decide it isn't right for me?,What-if-I-try-Cricket-PAYGo-and-decide-it-isnandrsquot-right-for-me,If you&rsquo;ve tried Cricket PAYGo for 30 days and decide you&rsquo;d prefer Cricket Wireless^ just call Customer Care at 1-800-CRICKET<em> </em>or visit any <a href="http://account.mycricket.com/cricketlocations">Cricket store</a> to switch your service. If you decide you&rsquo;d rather leave Cricket entirely^ you can return your phone to the place of purchase under the terms of the retailer&rsquo;s return policy. Please note that any top-up you have already purchased and any remaining account balance are not refundable.,cancel order^ pay as you go^ prepaid^ pay in advance^ tracfone^ topup^ top up^ pay go^ paygo,0,1098,9/25/08 0:00,NULL,1,9/19/12 13:18,24
603,177,Does my Cricket PAYGo account balance last until I use it?,Does-my-Cricket-PAYGo-account-balance-last-until-I-use-it,Not necessarily. The funds in your account last until you use them or until your account expires^ whichever comes first. You can extend your account expiration date by topping-up your account or by paying your access fee.&nbsp; Your account expiration date will reset to 60 days from the date of your most recent top-up or the last date your access fee was charged to your account. &nbsp;In both cases^ the new account expiration date will apply to all funds in your account.,account management^ account balance^ account^ paygo account^ paygo^ pay as you go^ prepaid^ pay in advance^ tracfone^ topup^ top up^ pay go^,0,1027,9/25/08 0:00,NULL,1,10/30/11 9:08,1
604,177,When I top-up^ how is my account expiration date calculated?,When-I-topup-how-is-my-account-expiration-date-calculated,Topping-up your account extends your Cricket PAYGo account expiration date^ which applies to all funds in your Cricket PAYGo account. When you top-up^ your account expiration date is reset to 60 days from the date of your most recent top-up. &nbsp;If you don't top-up before your account expiration date^ you lose any funds remaining in your account.,expire^ paygo^ pay as you go^ prepaid^ pay in advance^ tracfone^ topup^ top up^ pay go^,0,1028,9/25/08 0:00,NULL,1,10/30/11 9:10,2
605,177,What happens if I still have a balance when I reach my account expiration date?,What-happens-if-I-still-have-a-balance-when-I-reach-my-account-expiration-date,If you still have a balance when you reach your account expiration date^ you will lose your balance. To keep from losing your balance^ top-up prior to your account expiration date. Your new account expiration date will apply to the full balance on your account &ndash; both the existing balance and the top-up amount. Keep topping-up and you&rsquo;ll never lose your funds.,expire^ paygo^ pay as you go^ prepaid^ pay in advance^ tracfone^ topup^ top up^ pay go^,0,1029,9/25/08 0:00,NULL,1,11/2/09 15:46,3
606,177,What if I still have an account balance when I top-up?,What-if-I-still-have-an-account-balance-when-I-topup,<span style="font-size: small;"><span style="font-family: Times New Roman;">Your top-up amount will be added to your existing balance and your account expiration date will be reset to 60 days from the date of top-up.</span></span>,account^ paygo account^ pay as you go^ prepaid^ pay in advance^ tracfone^ topup^ top up^ pay go^,0,1030,9/25/08 0:00,NULL,1,10/30/11 9:13,4
607,177,How do I find out what my Cricket PAYGo balance is or when my account will expire?,How-do-I-find-out-what-my-Cricket-PAYGo-balance-is-or-when-my-account-will-expire,Dialing *PAY from your Cricket phone is the fastest and most convenient way to find out your account balance and expiration date. You may also dial *611 from your Cricket phone^ select My Account within your phone&rsquo;s web browser or MyHomeScreen^ dial 1-800-CRICKET from any phone^ or visit a <a href="http://account.mycricket.com/cricketlocations">Cricket store or Authorized Payment Location (APL)</a> for your current balance and expiration.,account management^ account^ paygo^ pay as you go^ prepaid^ pay in advance^ tracfone^ topup^ top up^ pay go^,0,1031,9/25/08 0:00,NULL,1,11/2/09 15:48,5
608,177,Will Cricket tell me when my balance starts to run low?,Will-Cricket-tell-me-when-my-balance-starts-to-run-low,Yes^ if&nbsp; your balance is $5 or less^ or if you have five days or fewer prior to expiration^ we&rsquo;ll send you a text message alert^ and we&rsquo;ll remind you each time you place a call (you&rsquo;ll have the option to continue to your call or connect to *PAY to top-up).,account management^ account balance^ balance^ paygo account^ paygo^ pay as you go^ prepaid^ pay in advance^ tracfone^ topup^ top up^ pay go^,0,1032,9/25/08 0:00,NULL,1,12/16/09 14:57,6
609,177,What if I try to make a call but donâ€™t have enough funds in my account?,What-if-I-try-to-make-a-call-but-dont-have-enough-funds-in-my-account,When you don&rsquo;t have enough funds in your account to complete a call^ a pre-call announcement will play^ giving you the option to connect to *PAY or a Customer&nbsp;Care representative.,account^ account balance^ paygo^ paygo account^ pay as you go^ prepaid^ pay in advance^ tracfone^ topup^ top up^ pay go^,0,1035,9/25/08 0:00,NULL,1,3/16/10 15:57,7
610,177,What happens if I use my account balance before my account expiration date?,What-happens-if-I-use-my-account-balance-before-my-account-expiration-date,You won&rsquo;t be able make or receive calls^ send text or pix^ or access paid portions of the mobile web until you top-up^ but your account expiration date will not change. You&rsquo;ll still be able to receive voicemail and text messages^ dial *611 or 800-CRICKET^ top-up your account^ and dial 911 for emergency services.,pay as you go^ prepaid^ pay in advance^ tracfone^ topup^ top up^ pay go^ paygo^ account balance^ paygo account,0,1036,9/25/08 0:00,NULL,1,11/5/09 15:19,8
611,177,What happens if my Cricket PAYGo account expires?,What-happens-if-my-Cricket-PAYGo-account-expires,Any remaining balance on your account will be lost. You will have 60 days to top-up before your account is deactivated and you lose your phone number. If you top-up during the 60 day grace period your account will return to an active state and you can use it as usual.,account management^ account^ paygo account^ paygo^ expire^ pay as you go^ prepaid^ pay in advance^ tracfone^ topup^ top up^ pay go^,0,1038,9/25/08 0:00,NULL,1,9/28/09 17:05,10
612,177,Can I reactivate my Cricket PAYGo service after the 60 day grace period?,Can-I-reactivate-my-Cricket-PAYGo-service-after-the-60-day-grace-period,Yes^ but you must activate a new account. You&rsquo;ll be assigned a new phone number and will need to top-up. Remember^ any funds remaining on your previous account at expiration were forfeited.,account management^ paygo account^ paygo^ pay as you go^ prepaid^ pay in advance^ tracfone^ topup^ top up^ pay go^ reconnect^,0,1039,9/25/08 0:00,NULL,1,1/22/10 12:51,11
613,178,How can I pay for Cricket PAYGo top-up?,How-can-I-pay-for-Cricket-PAYGo-topup,Depending on the Cricket PAYGo location^ you can pay with cash^ check^ credit card^ or debit card.,pay as you go^ prepaid^ pay in advance^ tracfone^ topup^ top up^ pay go^ top-up^ paygo,0,1042,9/25/08 0:00,NULL,1,11/2/09 16:10,3
614,178,How do I apply a top-up card or PIN to my account?,How-do-I-apply-a-topup-card-or-PIN-to-my-account,Simply dial the toll-free number on the back of the card or your receipt and follow the prompts. The call will be free.,pay as you go^ prepaid^ pay in advance^ tracfone^ topup^ top up^ pay go^ paygo,0,1043,9/25/08 0:00,NULL,1,9/28/09 17:05,4
615,178,How long do I have to redeem a PIN on my Cricket PAYGo account?,How-long-do-I-have-to-redeem-a-PIN-on-my-Cricket-PAYGo-account,PINs must be redeemed within one year of purchase (may vary by state). Once the PIN has been redeemed (applied to your account)^ normal expiration times will apply.,pay as you go^ prepaid^ pay in advance^ tracfone^ topup^ top up^ pay go^,0,1044,9/25/08 0:00,NULL,1,11/2/09 16:11,5
616,178,Can I top-up in any denomination?,Can-I-topup-in-any-denomination,Top-up cards are available in specific denominations^ and you can also add funds directly to your account in any amount between $1 and $300 by dialing *PAY from your Cricket phone^ or by calling 1-800-CRICKET to use a (with a credit card^ debit card^ or checking account.&nbsp; You can also visit a <a href="http://account.mycricket.com/cricketlocations">Cricket store^ Exclusive dealer^ or Authorized dealer</a>.,Refill^ paygo^ recharge^ denomination^ pin^ pay as you go^ prepaid^ pay in advance^ tracfone^ topup^ top up^ pay go^,0,1045,9/2/12 0:00,NULL,1,8/29/12 8:48,6
617,178,Can I get a refund for top-up cards or top-up applied directly to my Cricket PAYGo account?,Can-I-get-a-refund-for-topup-cards-or-topup-applied-directly-to-my-Cricket-PAYGo-account,No.&nbsp; Top-up is non-refundable.,pay as you go^ prepaid^ pay in advance^ tracfone^ topup^ top up^ pay go^ pin^ paygo^ refund^ paygo refund,0,1046,9/25/08 0:00,NULL,1,9/28/09 17:05,7
618,178,What is my maximum account balance?,What-is-my-maximum-account-balance,The maximum balance is $300.&nbsp;,account^ account balance^ paygo account^ paygo^ pay as you go^ prepaid^ pay in advance^ tracfone^ topup^ top up^ pay go^,0,1052,9/25/08 0:00,NULL,1,9/28/09 17:05,8
619,178,How soon will the top-up be applied to my account?,How-soon-will-the-topup-be-applied-to-my-account,Most top-up methods will be applied to your account balance immediately. Through an <a href="http://account.mycricket.com/cricketlocations">Authorized Payment Location</a> (APL) it can take up to 15 minutes to be applied to your account balance.,pay as you go^ prepaid^ pay in advance^ tracfone^ topup^ top up^ pay go^ paygo,0,1053,9/25/08 0:00,NULL,1,9/28/09 17:05,9
620,179,What number do I call to get help with my Cricket PAYGo phone or service?,What-number-do-I-call-to-get-help-with-my-Cricket-PAYGo-phone-or-service,Dial *PAY from your Cricket PAYGo phone for balance and expiration information (including month-end date for Cricket PAYGo monthly customers)^ to top-up with a PIN or your bank account (checking^ credit^ or debit card). If you have questions or are having technical problems^ call Customer&nbsp;Care at 1-800-CRICKET or *611 from your Cricket PAYGo phone.,technical support^ paygo support^ paygo^ pay as you go^ prepaid^ pay in advance^ tracfone^ topup^ top up^ pay go^ costumer service^ customer service^ tech support^ support,0,1054,9/25/08 0:00,NULL,1,9/19/12 13:23,1
621,179,What hours can I call Cricket PAYGo Customer Care?,What-hours-can-I-call-Cricket-PAYGo-Customer-Care,Customer&nbsp;Care is available from 5:00 AM to 9:30 PM&nbsp;PT Monday through Saturday and 6:00 AM to 9:30 PM PT on Sundays.,customer service^ customer service hours^ paygo support^ paygo^ pay as you go^ prepaid^ pay in advance^ tracfone^ topup^ top up^ pay go^ tech support^ support^ costumer service^ customer service,0,1055,9/25/08 0:00,NULL,1,9/19/12 13:25,2
622,179,Is there a phone replacement program I can buy for my Cricket PAYGo phone to protect against loss^ theft^ or damage?,Is-there-a-phone-replacement-program-I-can-buy-for-my-Cricket-PAYGo-phone-to-protect-against-loss-theft-or-damage,No^ a phone replacement program (handset <a title="Click to Continue &gt; by Text-Enhance" href="http://www.mycricket.com/support/faq/is-there-a-phone-replacement-program-i-can-buy-for-my-cricket-paygo-phone-to-protect-against-loss-theft-or-damage">insurance</a>) is not available for Cricket PAYGo customers.,handset insurance^ phone insurance^ phone replacement program^ insurance^ paygo^ paygo phone insurance^ pay as you go^ prepaid^ pay in advance^ tracfone^ topup^ top up^ pay go^ insurence,0,1056,9/25/08 0:00,NULL,1,9/13/12 14:54,3
623,179,My Cricket PAYGo phone stopped working.  What should I do?,My-Cricket-PAYGo-phone-stopped-workingandnbsp-What-should-I-do,If your phone was defective^ you may be eligible for warranty exchange. Refer to your receipt for specific exchange policies or bring your phone to any <a href="http://account.mycricket.com/cricketlocations">Cricket store</a> to determine its eligibility for a warranty exchange. Depending on your phone&rsquo;s eligibility and how long it&rsquo;s been since you purchased the phone^ you may be required to pay a small fee.,warranty^ warranty exchange^ paygo phone warranty^ paygo warranty^ paygo^ phone warranty exchange program^ pay as you go^ prepaid^ pay in advance^ tracfone^ topup^ top up^ pay go^ what do I do I if my phone stopped working,0,1057,9/25/08 0:00,NULL,1,9/20/11 13:24,4
624,179,Does Cricket PAYGo have a website where I can add funds^ view my account balance^ etc?,Does-Cricket-PAYGo-have-a-website-where-I-can-add-funds-view-my-account-balance-etc,Yes^ you can view your balance^ change your account information^ etc. on <a href="http://www.mycricket.com/">mycricket.com</a>. Our website includes information that will help you understand the service offerings and manage your account.&nbsp; Stay tuned! &nbsp;Soon^ you will be able to top-up your account online too!&nbsp; Meanwhile^ you can top-up using your Cricket phone by going to <a href="https://account.mycricket.com">My Account</a> via the mobile web or tapping on the money bag icon on your phone's home screen and clicking "Top-Up" or by dialing *PAY from your Cricket phone or 1-800-CRICKET from any phone.,paygo online^ paygo^ pay as you go^ prepaid^ pay in advance^ tracfone^ topup^ top up^ pay go^,0,1059,7/30/12 0:00,NULL,1,7/26/12 14:38,5
631,181,How do I set up a BridgePay?,How-do-I-set-up-a-BridgePay,There are 4 ways to set up a BridgePay.1.&nbsp;&nbsp;&nbsp; Log into your account on mycricket.com.2.&nbsp;&nbsp;&nbsp; If you have a Cricket wireless phone^ you can text BPAY to 4444.3.&nbsp;&nbsp;&nbsp; Visit a Cricket retail store.4.&nbsp;&nbsp;&nbsp; Call 1-800-Cricket.,bridge pay^ BRIDGEPAY^ BRIDGE PAY^ bridge payment^ BRIDGE PAYMENT^ payment plans^ bridge payments^ account management^ bridgepay setup^ bridge pay setup^ bridge pay set up^ bridgepay setup^ start bridgepay^ start bridge pay^ bridge pay start^ bridgepay start,0,639,10/31/11 0:00,NULL,1,3/6/12 14:34,4
636,181,If I cannot pay the full balance on the 7th day^ can I set up another BridgePay?,If-I-cannot-pay-the-full-balance-on-the-7th-day-can-I-set-up-another-BridgePay,No. At this time only one BridgePay is allowed per month.,bridge pay^ BRIDGEPAY^ BRIDGE PAY^ bridge payment^ BRIDGE PAYMENT^ payment plans^ bridge payments,0,642,10/31/11 0:00,NULL,1,10/31/11 8:04,6
637,181,Am I eligible for BridgePay?,Am-I-eligible-for-BridgePay,All of the below rules must apply for a customer to be eligible for BridgePay:1.&nbsp;&nbsp;&nbsp; No more than 23 days past due2.&nbsp;&nbsp;&nbsp; One BridgePay per bill cycle3.&nbsp;&nbsp;&nbsp; Minimum of $20.00 payment required (customers can pay more if they wish),bridge pay^ BRIDGEPAY^ BRIDGE PAY^ bridge payment^ BRIDGE PAYMENT^ payment plans^ bridge payments^ bridgepay requirements^ bridge pay requirements^ bridgepayment,0,638,10/31/11 0:00,NULL,1,5/7/12 11:32,2
640,181,What happens if I do not pay my full balance after setting up a BridgePay?,What-happens-if-I-do-not-pay-my-full-balance-after-setting-up-a-BridgePay,Your account will be suspended for non-payment.,bridge pay^ BRIDGEPAY^ BRIDGE PAY^ bridge payment^ BRIDGE PAYMENT^ payment plans^ bridge payments^ past due,0,643,10/31/11 0:00,NULL,1,10/31/11 8:02,8
641,181,Why does Cricket offer BridgePay?,Why-does-Cricket-offer-BridgePay,Cricket realizes that customers can not always pay their bill on time 100% of the time.&nbsp; For those rare occasions when there is not enough money to pay the full balance on time^ BridgePay is available to extend the full payment due for 7 days.,bridge pay^ BRIDGEPAY^ BRIDGE PAY^ bridge payment^ BRIDGE PAYMENT^ payment plans^ bridge payments^ bridgepayment,0,641,10/31/11 0:00,NULL,1,10/31/11 7:56,11
664,212,What is the problem with the Motorola VE240 phone?,What-is-the-problem-with-the-Motorola-VE240-phone,A small number of Motorola VE240s are freezing at the Motorola logo and/or a blue screen is displayed during several scenarios. This is currently either a recoverable or an easily avoidable event.If this problem has occured on your Motorola VE240^ you should bring the Motorola VE240 phone to any <a href="http://account.mycricket.com/cricketlocations">Cricket Company-Owned store</a> for the the phone to be reflashed.,Motorola VE240^ Motorola VE240 problem,0,1142,11/29/08 0:00,9/7/12 0:00,1,9/7/12 14:57,4
665,212,What should I do to get my Motorola VE240 phone fixed?,What-should-I-do-to-get-my-Motorola-VE240-phone-fixed,If this problem has occured on your Motorola VE240^ you should bring the Motorola VE240 phone to any <a href="http://account.mycricket.com/cricketlocations">Cricket Company-Owned store</a> for the the phone to be reflashed.&nbsp;&nbsp;,Motorola VE240^ Motorola VE240 problem^,0,1145,11/29/08 0:00,9/7/12 0:00,1,9/7/12 14:57,5
667,186,Does Mobile Music work while roaming?,Does-Mobile-Music-work-while-roaming,The Cricket Mobile Music Service will not work while you are roaming. However^ the tracks that you have previously downloaded will work.Click here to view <a href="http://www.mycricket.com/coverage/maps/broadband">Cricket's data coverage map</a> and find out where you can use this data feature.,roaming^ mobile music^ music^ mp3^ phone music^ music tracks^ mobile music roaming^ mobile music access,0,916,1/22/09 0:00,10/15/10 0:00,1,10/15/10 13:51,2
668,186,A music track started downloading and then I received an insufficient memory error^ what do I do?,A-music-track-started-downloading-and-then-I-received-an-insufficient-memory-error-what-do-I-do,You will need to free up some memory space.&nbsp; You may either delete some old text messages or some other files that are residing on your phone&rsquo;s memory^ i.e. pictures^ contacts^ videos.&nbsp; Once you have freed up sufficient space^ you will be able to download with no issues.,memory error^ insufficient memory^ mobile music^ music^ mp3^ phone music^ music tracks,0,918,1/22/09 0:00,10/15/10 0:00,1,10/15/10 13:52,4
669,186,Can I receive a call while downloading a song?,Can-I-receive-a-call-while-downloading-a-song,Yes^ if you are downloading and a call is received^ the phone will default to the phone call.,mobile music^ music^ mp3^ phone music^ music tracks^ download music^ downloading music^,0,919,1/22/09 0:00,10/15/10 0:00,1,10/15/10 13:53,3
670,186,Can I share songs with my friends?,Can-I-share-songs-with-my-friends,No^ all full tracks have Digital Rights Management associated with them and thus^ you cannot forward the&nbsp;tracks to your friends.,mobile music^ music^ mp3^ phone music^ music tracks^ share music^ forward music^ forward tracks,0,917,1/22/09 0:00,10/15/10 0:00,1,10/15/10 13:51,6
671,186,How long will it take for a song to download to my phone?,How-long-will-it-take-for-a-song-to-download-to-my-phone,The time to download will depend on many factors^ distance from the Cricket towers^ amount of customers on the network^ size of the video file^ etc.&nbsp; A general rule of thumb is that for each MegaByte(MB) of data^ it will take 1 minutes.&nbsp; Thus^ a 2 MB file could take approximately 2 minutes to download.&nbsp; On the clip information time^ there is an approximate download time for each clip that should give you a good idea how long the download will take.,mobile music^ music^ mp3^ phone music^ music tracks^ music download^ music download time^ song download time,0,920,1/22/09 0:00,10/15/10 0:00,1,10/15/10 13:53,5
673,188,What is Cricket Mobile Email?,What-is-Cricket-Mobile-Email,Cricket Mobile Email allows you to access your POP3 email accounts for Yahoo!^ Google^ AOL^ MSN and other ISP&rsquo;s from your phone. You can use Cricket Mobile Email to read^ reply to^ forward and delete emails as if using a PC.&nbsp; Portals such as Yahoo! will provide the familiar Yahoo experience. All email activities from your phone are automatically reflected on your desktop^ saving time and making life easier. Cricket Mobile Email also alerts you when a new email arrives.,mobile email^ mobile e-mail^ email^ e-mail^,0,896,4/17/09 0:00,7/31/11 0:00,1,5/19/11 10:07,1
674,188,Where does Cricket Mobile Email work?,Where-does-Cricket-Mobile-Email-work,Cricket Mobile Email works in all Cricket data coverage areas.&nbsp; It is not available if you are outside a Cricket data coverage area. <a href="http://www.mycricket.com/coverage/maps/wireless">Click here to view Cricket coverage maps to see where you can use this feature.</a>,mobile email^ mobile e-mail^ e-mail^ email,0,897,4/17/09 0:00,7/31/11 0:00,1,5/19/11 10:08,2
675,188,Which phones support Cricket Mobile Email service?,Which-phones-support-Cricket-Mobile-Email-service,<a href="http://www.mycricket.com/features-and-downloads/phone-compatibility">Click here to browse for your device</a> to see which phones support Cricket Mobile Email service.&nbsp;&nbsp; 1.Browse for Device&nbsp;&nbsp; 2.Select Device&nbsp;&nbsp; 3.Click on the Phone Details Tab,mobile email^ mobile e-mail^ e-mail^ email,0,899,4/17/09 0:00,6/29/11 0:00,1,6/3/11 12:57,3
676,188,How do I start the Mobile Email application from my phone?,How-do-I-start-the-Mobile-Email-application-from-my-phone,It&rsquo;s easy! 1. Select the Mobile Email application on your phone located in the Games &amp; Apps folder.2. Select your email provider from the Providers screen.3. When the login screen appears^ enter your user ID and password to view your email inbox.&nbsp; Be sure to enter the same password as you would on your PC.&nbsp; Remember^ the password is case sensitive.&nbsp; Some special characters like the $ may require you to refer to your phone manual on how to enter them.4. From your email inbox^ view the headers of your messages and then select the email that you want to read. The selected email is downloaded to your phone within a few seconds and you can then use the options key to take actions including reply^ forward^ or delete.,mobile email^ mobile e-mail^ e-mail^ email,0,908,4/17/09 0:00,6/29/11 0:00,1,5/19/11 10:18,4
677,188,How do I know when I have a new email?,How-do-I-know-when-I-have-a-new-email,You will automatically receive a new mail alert on your phone within 15 minutes of a new email arriving in your inbox.&nbsp; You can start Mobile Email and open your inbox directly from the alert in order to read^ reply^ forward or delete the new email. The Mobile E-mail client is not designed to support an enterprise e-mail application. In this scenario notifications may not work.,mobile email^ mobile e-mail^ e-mail^ email,0,907,4/17/09 0:00,7/31/11 0:00,1,5/19/11 10:17,5
678,188,Do emails actually get downloaded to my phone?,Do-emails-actually-get-downloaded-to-my-phone,Yes^ but only the emails that you select in your inbox are downloaded to your phone.&nbsp; All other emails remain on your email server so you can review them later from a PC.,mobile email^ mobile e-mail^ e-mail^ email,0,904,4/17/09 0:00,7/31/11 0:00,1,5/19/11 10:15,6
679,188,Are emails that I delete from my phone really deleted from my email inbox?,Are-emails-that-I-delete-from-my-phone-really-deleted-from-my-email-inbox,Yes^ deleting an email from your Mobile Email service on your phone is the same as deleting an email from your PC.,mobile email^ mobile e-mail^ e-mail^ email,0,900,4/17/09 0:00,7/31/11 0:00,1,5/19/11 10:12,7
680,188,Can I view or forward email attachments using Cricket Mobile Email?,Can-I-view-or-forward-email-attachments-using-Cricket-Mobile-Email,In Mobile Email^ a paperclip icon appears in an email&rsquo;s subject line to indicate it has attachments. You cannot view these attachments in Mobile Email from your phone. You can forward an email with attachments from your phone without downloading it or viewing it.,mobile email^ mobile e-mail^ e-mail^ email,0,903,4/17/09 0:00,7/31/11 0:00,1,5/19/11 10:15,8
681,188,Can I check multiple email accounts using Mobile Email?,Can-I-check-multiple-email-accounts-using-Mobile-Email,Yes^ as long as the other email accounts are with a supported email provider. To add an email account^ start Mobile Email^ select the Add Account option on the screen that appears^ and enter the user ID and password of the new account when prompted. The next time you start Mobile Email^ the list of email accounts will include the new account. Repeat these steps to add other email accounts to Mobile Email. For each account added^ you should enable or disable new mail alerts and enable the &ldquo;Remember Password&rdquo; option to avoid re-entering the password every time you access the account.,mobile email^ mobile e-mail^ e-mail^ email,0,901,4/17/09 0:00,7/31/11 0:00,1,5/19/11 10:12,9
682,188,How do I add an email account to Mobile Email?,How-do-I-add-an-email-account-to-Mobile-Email,To add an email account^ start Mobile Email^ select the Add Account option on the screen that appears^ and enter the user ID and password of the new account when prompted. The next time you start Mobile Email^ the list of email accounts includes the new account.Repeat these steps to add other email accounts to Mobile Email. You can even add your friend&rsquo;s email account. For each account added^ you should enable or disable new mail alerts and enable the &ldquo;Remember Password&rdquo; option to avoid re-entering its password every time you access the account.&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp; If prompted to enter additional information (i.e. POP3/IMAP server address^ SMTP address) you will need to obtain this information from your email account provider. This will occur for email service providers who are not pre-configured with Mobile Email. When creating a generic POP3/IMAP account^ a setup wizard will prompt you for the required information^ which may vary per provider.&nbsp;&nbsp;,mobile email^ mobile e-mail^ e-mail^ email,0,905,4/17/09 0:00,7/31/11 0:00,1,5/19/11 10:16,10
683,188,How much does Cricket Mobile Email cost?,How-much-does-Cricket-Mobile-Email-cost,Cricket Mobile Email is included in select rate plans and also available as a monthly subscription for $5.00. Mobile Email includes unlimited access to your email accounts.,mobile email^ mobile e-mail^ e-mail^ email,0,898,4/17/09 0:00,6/29/11 0:00,1,5/19/11 10:09,11
684,188,With Cricket Mobile Email^ am I charged for each new email or new mail alert?,With-Cricket-Mobile-Email-am-I-charged-for-each-new-email-or-new-mail-alert,No. Cricket Mobile Email is unlimited with your monthly subscription of $5.00 or included in your rate plan.&nbsp; There are no per email charges.,mobile email^ mobile e-mail^ e-mail^ email,0,913,4/17/09 0:00,6/29/11 0:00,1,5/19/11 10:21,12
